Aggregation Level,Data item,Unit,Pathway,Fuel,Peak/ Annual/ Minimum,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
3,GBFES Customer Demand: Total Industrial (Excluding Electrolysis),GWh,Falling Behind,Electricity,Annual [Fiscal],72869.624,74420.855,75793.353,76463.107,77258.781,78369.101,79310.392,80105.249,81004.566,81818.834,82445.334,82927.93,83512.507,84234.734,84890.925,85566.351,86616.495,88060.855,88712.993,89411.627,90464.273,91632.085,92616.565,93722.509,94983.982,96433.353,97764.139,99068.522
3,GBFES Customer Demand: Total Industrial (Excluding Electrolysis),GWh,Holistic Transition,Electricity,Annual [Fiscal],72869.624,74420.855,74732.781,75457.591,77824.91,80526.365,82851.74,85110.809,87565.156,90080.147,92471.814,95042.793,97758.408,100605.989,102497.038,102795.48,103430.451,104397.769,104461.33,104370.608,104452.559,104560.835,104416.709,104329.726,104317.961,104431.468,104479.009,104546.119
3,GBFES Customer Demand: Total Industrial (Excluding Electrolysis),GWh,Ten Year Forecast,Electricity,Annual [Fiscal],72869.624,74420.855,75842.437,76618.014,77585.85,78698.651,79832.662,80838.776,82150.75,83672.596,84973.257,86224.902,87280.306,,,,,,,,,,,,,,,
2,GBFES Customer Demand: Underlying Commercial including unmetered demand,GWh,Hydrogen Evolution,Electricity,Annual [Fiscal],87125.352,90929.592,93832.37,96133.21,99026.978,102436.263,107067.557,113738.679,118876.125,126085.806,133139.771,140292.765,147896.068,156605.323,165325.119,173923.217,182335.901,190698.868,198788.686,206542.334,213566.236,218619.989,223042.302,227149.213,230937.929,234150.296,237538.462,241186.647
2,GBFES Customer Demand: Underlying Commercial including unmetered demand,GWh,Electric Engagement,Electricity,Annual [Fiscal],87125.352,90929.592,92794.238,95246.864,98796.133,103230.078,109792.954,116153.853,123361.912,131837.745,140243.962,148919.01,158344.922,169647.426,181308.183,193293.966,205552.25,216929.412,227461.287,236550.968,244876.482,252308.167,259048.427,264733.253,268808.377,272429.632,276067.355,279744.36
2,GBFES Customer Demand: Underlying Commercial including unmetered demand,GWh,Falling Behind,Electricity,Annual [Fiscal],87125.352,90929.592,93700.983,95319.897,97230.884,99291.398,102839.334,106853.052,111576.037,116584.724,121725.324,127012.306,132280.492,137615.766,142849.012,148318.298,153946.384,159807.023,165520.533,170859.215,176050.174,181689.256,188619.231,193990.544,198996.735,203857.038,208463.703,213269.832
2,GBFES Customer Demand: Underlying Commercial including unmetered demand,GWh,Holistic Transition,Electricity,Annual [Fiscal],87125.352,90929.592,93036.061,95613.985,98903.102,102621.71,107781.671,113808.114,120638.473,128534.625,136390.723,144476.878,152731.841,162835.741,173201.837,183825.662,194470.659,204238.702,213103.173,221215.109,228440.442,234888.445,240507.958,245138.755,248397.468,251311.539,254234.973,257154.114
2,GBFES Customer Demand: Underlying Commercial including unmetered demand,GWh,Ten Year Forecast,Electricity,Annual [Fiscal],87125.352,90929.592,91849.703,93236.241,95620.693,99028.58,104648.944,110422.17,116861.628,123914.939,130243.905,135143.06,140268.332,,,,,,,,,,,,,,,
3,Commercial Micro-generation,GWh,Hydrogen Evolution,Electricity,Annual [Fiscal],3441.85,3467.458,3489.036,3505.372,3521.709,3540.116,3558.523,4840.805,3548.214,3568.062,3589.855,3612.451,3634.866,3661.459,3687.034,3713.225,3738.905,3763.443,3789.306,3810.202,3825.961,3837.04,3845.518,3849.098,3846.201,3842.833,3835.708,3884.673
3,Commercial Micro-generation,GWh,Electric Engagement,Electricity,Annual [Fiscal],3441.85,3467.458,3508.453,3549.447,3590.442,3631.436,3672.431,3713.425,3754.42,3795.414,3836.409,3877.403,3918.398,3959.392,4000.387,4041.381,4082.376,4123.37,4164.365,4205.359,4246.354,4287.348,4328.343,4369.337,4410.332,4451.326,4492.321,4533.316
3,Commercial Micro-generation,GWh,Falling Behind,Electricity,Annual [Fiscal],3441.85,3467.458,3493.169,3518.879,3544.59,3570.3,3596.011,3621.721,3647.431,3673.142,3698.852,3724.563,3750.273,3775.984,3801.694,3827.405,3853.115,3878.825,3904.536,3930.246,3955.957,3981.667,4007.378,4033.088,4058.798,4084.509,4110.219,4135.93
3,Commercial Micro-generation,GWh,Holistic Transition,Electricity,Annual [Fiscal],3441.85,3467.458,3490.106,3512.753,3535.4,3558.048,3608.078,3662.672,3723.655,3794.223,3880.764,3999.251,3719.69,3770.47,3821.251,3872.031,3922.812,3973.592,4024.373,4075.153,4125.934,4176.714,4227.495,4278.275,4329.056,4379.837,4430.617,4481.398
3,Commercial Micro-generation,GWh,Ten Year Forecast,Electricity,Annual [Fiscal],3441.85,3467.458,3502.969,3538.48,3573.991,3609.501,3645.012,3680.523,3716.034,3751.545,3787.055,3822.566,3858.077,,,,,,,,,,,,,,,
3,GBFES Customer Demand: Commercial electricity demand at the meter,GWh,Hydrogen Evolution,Electricity,Annual [Fiscal],83683.502,87462.133,90343.334,92627.838,95505.269,98896.147,103509.034,108897.873,115327.91,122517.744,129549.916,136680.314,144261.202,152943.864,161638.085,170209.992,178596.996,186935.425,194999.38,202732.132,209740.275,214782.949,219196.785,223300.115,227091.728,230307.463,233702.754,237301.974
3,GBFES Customer Demand: Commercial electricity demand at the meter,GWh,Electric Engagement,Electricity,Annual [Fiscal],83683.502,87462.133,89285.785,91697.417,95205.691,99598.641,106120.523,112440.427,119607.492,128042.331,136407.553,145041.606,154426.524,165688.034,177307.796,189252.584,201469.874,212806.042,223296.922,232345.608,240630.128,248020.819,254720.084,260363.916,264398.045,267978.305,271575.034,275211.045
3,GBFES Customer Demand: Commercial electricity demand at the meter,GWh,Falling Behind,Electricity,Annual [Fiscal],83683.502,87462.133,90207.814,91801.017,93686.295,95721.098,99243.323,103231.331,107928.605,112911.582,118026.472,123287.743,128530.219,133839.783,139047.318,144490.893,150093.269,155928.197,161615.997,166928.969,172094.217,177707.589,184611.854,189957.456,194937.936,199772.529,204353.484,209133.902
3,GBFES Customer Demand: Commercial electricity demand at the meter,GWh,Holistic Transition,Electricity,Annual [Fiscal],83683.502,87462.133,89545.955,92101.232,95367.701,99063.662,104173.593,110145.442,116914.817,124740.402,132509.959,140477.627,149012.152,159065.271,169380.586,179953.631,190547.847,200265.11,209078.8,217139.955,224314.508,230711.731,236280.463,240860.48,244068.412,246931.702,249804.356,252672.716
3,GBFES Customer Demand: Commercial electricity demand at the meter,GWh,Ten Year Forecast,Electricity,Annual [Fiscal],83683.502,87462.133,88346.734,89697.761,92046.703,95419.079,101003.932,106741.647,113145.594,120163.395,126456.849,131320.494,136410.255,,,,,,,,,,,,,,,
4,Commercial electricity demand at the meter with EVs deducted,GWh,Hydrogen Evolution,Electricity,Annual [Fiscal],82434.935,85710.869,87635.034,88866.838,90413.969,92135.647,94668.634,97481.673,100850.11,104610.844,107937.016,111062.614,114318.502,118822.464,123249.885,127650.992,132148.696,136594.625,140960.38,145164.432,149229.475,152984.249,156371.485,159446.415,162367.628,165271.663,168256.654,171288.574
4,Commercial electricity demand at the meter with EVs deducted,GWh,Electric Engagement,Electricity,Annual [Fiscal],82434.935,85710.869,86570.885,87923.617,90091.591,92798.741,97215.423,100923.627,104945.892,109752.231,114137.253,118402.006,123022.124,129431.634,135797.896,142064.684,148323.274,154315.842,159949.722,165197.708,170138.428,174688.119,178939.184,182782.016,186540.445,190251.405,194020.234,197833.245
4,Commercial electricity demand at the meter with EVs deducted,GWh,Falling Behind,Electricity,Annual [Fiscal],82434.935,85710.869,87966.114,88881.017,89956.395,91024.898,93404.423,96051.131,99182.705,102356.882,105400.272,108297.943,110847.119,113130.683,115103.518,117153.293,119201.869,121270.697,123271.397,125299.969,127459.417,129436.589,131007.554,132414.956,133853.336,135184.929,136281.084,137590.902
4,Commercial electricity demand at the meter with EVs deducted,GWh,Holistic Transition,Electricity,Annual [Fiscal],82434.935,85710.869,86814.955,88302.932,90222.801,92231.162,95244.393,98633.542,102331.517,106685.902,110695.859,114589.427,118747.952,124405.771,130000.286,135547.931,141009.647,146272.71,151319.7,156035.655,160406.608,164310.931,167663.963,170779.28,174105.512,177396.802,180754.256,184146.716
4,Commercial electricity demand at the meter with EVs deducted,GWh,Ten Year Forecast,Electricity,Annual [Fiscal],82434.935,85710.869,85966.334,86523.761,87894.103,90060.979,94165.932,98088.247,102289.894,106666.295,109870.649,111250.294,112491.955,,,,,,,,,,,,,,,
4,Commercial Electric Vehicles Demand (EVs),GWh,Hydrogen Evolution,Electricity,Annual [Fiscal],1248.567,1751.264,2708.3,3761.0,5091.3,6760.5,8840.4,11416.2,14477.8,17906.9,21612.9,25617.7,29942.7,34121.4,38388.2,42559.0,46448.3,50340.8,54039.0,57567.7,60510.8,61798.7,62825.3,63853.7,64724.1,65035.8,65446.1,66013.4
4,Commercial Electric Vehicles Demand (EVs),GWh,Electric Engagement,Electricity,Annual [Fiscal],1248.567,1751.264,2714.9,3773.8,5114.1,6799.9,8905.1,11516.8,14661.6,18290.1,22270.3,26639.6,31404.4,36256.4,41509.9,47187.9,53146.6,58490.2,63347.2,67147.9,70491.7,73332.7,75780.9,77581.9,77857.6,77726.9,77554.8,77377.8
4,Commercial Electric Vehicles Demand (EVs),GWh,Falling Behind,Electricity,Annual [Fiscal],1248.567,1751.264,2241.7,2920.0,3729.9,4696.2,5838.9,7180.2,8745.9,10554.7,12626.2,14989.8,17683.1,20709.1,23943.8,27337.6,30891.4,34657.5,38344.6,41629.0,44634.8,48271.0,53604.3,57542.5,61084.6,64587.6,68072.4,71543.0
4,Commercial Electric Vehicles Demand (EVs),GWh,Holistic Transition,Electricity,Annual [Fiscal],1248.567,1751.264,2731.0,3798.3,5144.9,6832.5,8929.2,11511.9,14583.3,18054.5,21814.1,25888.2,30264.2,34659.5,39380.3,44405.7,49538.2,53992.4,57759.1,61104.3,63907.9,66400.8,68616.5,70081.2,69962.9,69534.9,69050.1,68526.0
4,Commercial Electric Vehicles Demand (EVs),GWh,Ten Year Forecast,Electricity,Annual [Fiscal],1248.567,1751.264,2380.4,3174.0,4152.6,5358.1,6838.0,8653.4,10855.7,13497.1,16586.2,20070.2,23918.3,,,,,,,,,,,,,,,
2,GBFES System Losses: Transmission,GWh,Hydrogen Evolution,Electricity,Annual [Fiscal],6225.66,5894.558,5922.537,5996.836,6073.624,6208.944,6377.963,6567.31,6847.021,7165.337,7504.131,7839.781,8197.74,8670.738,9131.397,9548.783,9932.378,10321.505,10656.854,10958.41,11242.084,11487.654,11688.224,11870.277,12041.846,12218.647,12384.252,12559.6
2,GBFES System Losses: Transmission,GWh,Electric Engagement,Electricity,Annual [Fiscal],6225.66,5894.558,5867.114,5930.399,6040.445,6222.346,6480.93,6743.414,7099.978,7521.732,7982.627,8473.175,9004.167,9700.346,10359.455,10966.174,11528.978,12059.698,12512.71,12920.635,13290.617,13614.243,13895.934,14154.629,14365.21,14571.441,14766.084,14958.876
2,GBFES System Losses: Transmission,GWh,Falling Behind,Electricity,Annual [Fiscal],6225.66,5894.558,6011.974,6072.102,6159.73,6282.29,6465.322,6632.165,6824.306,7032.178,7250.948,7471.38,7696.039,7953.698,8216.596,8479.308,8751.757,9068.606,9431.437,9771.316,10080.921,10377.462,10681.717,10937.237,11166.716,11403.58,11640.345,11892.271
2,GBFES System Losses: Transmission,GWh,Holistic Transition,Electricity,Annual [Fiscal],6225.66,5894.558,5862.016,5888.427,5992.496,6149.439,6350.369,6598.367,6907.924,7259.067,7641.719,8034.179,8478.417,9003.488,9504.611,9946.859,10358.084,10741.484,11076.951,11378.838,11631.716,11852.732,12047.521,12221.834,12376.209,12524.437,12660.399,12784.107
2,GBFES System Losses: Transmission,GWh,Ten Year Forecast,Electricity,Annual [Fiscal],6225.66,5894.558,5926.229,5970.572,6058.517,6216.231,6438.17,6653.393,6914.795,7211.673,7501.321,7737.017,7979.443,,,,,,,,,,,,,,,
2,GBFES System Losses: Distribution ,GWh,Hydrogen Evolution,Electricity,Annual [Fiscal],16351.486,16975.048,17151.175,17341.311,17627.575,18019.933,18548.557,19174.27,19952.711,20802.691,21682.446,22591.373,23519.953,24711.703,25836.418,26882.684,27867.102,28866.727,29723.073,30514.318,31255.906,31907.214,32458.493,32950.894,33396.286,33797.908,34175.418,34590.096
2,GBFES System Losses: Distribution ,GWh,Electric Engagement,Electricity,Annual [Fiscal],16351.486,16975.048,17050.027,17264.741,17673.377,18222.557,19009.498,19851.538,20842.761,21982.583,23203.212,24533.632,25922.899,27694.399,29357.554,30919.194,32409.562,33833.499,35041.989,36156.561,37172.389,38081.508,38883.437,39555.03,40094.108,40556.078,41008.045,41468.683
2,GBFES System Losses: Distribution ,GWh,Falling Behind,Electricity,Annual [Fiscal],16351.486,16975.048,17259.212,17406.581,17615.021,17902.377,18329.658,18763.903,19282.725,19844.22,20424.872,21014.954,21616.929,22266.449,22904.771,23555.416,24236.843,25037.503,25940.72,26776.936,27539.859,28273.673,29038.187,29682.975,30261.052,30838.66,31395.935,31974.845
2,GBFES System Losses: Distribution ,GWh,Holistic Transition,Electricity,Annual [Fiscal],16351.486,16975.048,17002.241,17203.582,17607.457,18119.278,18772.624,19512.631,20407.083,21419.742,22473.088,23554.387,24671.519,26080.85,27400.841,28580.32,29722.094,30834.624,31799.201,32680.887,33442.612,34125.497,34702.25,35148.583,35491.822,35786.872,36068.427,36345.581
2,GBFES System Losses: Distribution ,GWh,Ten Year Forecast,Electricity,Annual [Fiscal],16351.486,16975.048,17069.689,17205.431,17459.674,17839.899,18425.52,19022.172,19713.474,20466.22,21175.628,21787.901,22403.415,,,,,,,,,,,,,,,
2,GBFES Customer Demand: Direct Transmission Customers,GWh,Hydrogen Evolution,Electricity,Annual [Fiscal],1886.0,1616.0,2440.54,3057.08,3674.62,4292.16,4908.7,4942.7,4851.87,4760.04,4669.21,4661.6,4321.11,3979.62,3639.13,3298.64,2958.15,2784.1,2759.846,2735.592,2711.338,2687.084,2662.83,2638.576,2614.322,2640.0,2674.0,2708.0
2,GBFES Customer Demand: Direct Transmission Customers,GWh,Electric Engagement,Electricity,Annual [Fiscal],1886.0,1616.0,2440.54,3057.08,3674.62,4292.16,4908.7,4942.7,4851.87,4760.04,4669.21,4661.6,4321.11,3979.62,3639.13,3298.64,2958.15,2784.1,2759.846,2735.592,2711.338,2687.084,2662.83,2638.576,2614.322,2640.0,2674.0,2708.0
2,GBFES Customer Demand: Direct Transmission Customers,GWh,Falling Behind,Electricity,Annual [Fiscal],1886.0,1616.0,2440.54,3057.08,3674.62,4292.16,4908.7,4942.7,4851.87,4760.04,4669.21,4661.6,4321.11,3979.62,3639.13,3298.64,2958.15,2784.1,2759.846,2735.592,2711.338,2687.084,2662.83,2638.576,2614.322,2640.0,2674.0,2708.0
2,GBFES Customer Demand: Direct Transmission Customers,GWh,Holistic Transition,Electricity,Annual [Fiscal],1886.0,1616.0,2440.54,3057.08,3674.62,4292.16,4908.7,4942.7,4851.87,4760.04,4669.21,4661.6,4321.11,3979.62,3639.13,3298.64,2958.15,2784.1,2759.846,2735.592,2711.338,2687.084,2662.83,2638.576,2614.322,2640.0,2674.0,2708.0
2,GBFES Customer Demand: Direct Transmission Customers,GWh,Ten Year Forecast,Electricity,Annual [Fiscal],1886.0,1616.0,2440.54,3057.08,3674.62,4292.16,4908.7,4942.7,4851.87,4760.04,4669.21,4661.6,4321.11,,,,,,,,,,,,,,,
5,I&C Rail Traction Demand,GWh,Hydrogen Evolution,Electricity,Annual [Fiscal],4763.104,4829.744,4957.599,5061.309,5167.189,5275.284,5385.641,5498.305,5613.327,5730.755,5850.639,5973.032,6097.985,6225.551,6355.787,6488.746,6624.488,6763.069,6904.548,7048.988,7196.449,7346.995,7500.691,7657.601,7817.794,7981.339,8148.304,8318.762
5,I&C Rail Traction Demand,GWh,Electric Engagement,Electricity,Annual [Fiscal],4763.104,4829.744,4979.155,5100.79,5225.397,5353.047,5483.816,5617.78,5755.016,5895.604,6039.627,6187.168,6338.314,6493.152,6651.772,6814.267,6980.732,7151.264,7325.961,7504.926,7688.263,7876.078,8068.482,8265.586,8467.505,8674.356,8886.261,9103.342
5,I&C Rail Traction Demand,GWh,Falling Behind,Electricity,Annual [Fiscal],4763.104,4829.744,4890.725,4939.632,4989.028,5038.919,5089.308,5140.201,5191.603,5243.519,5295.954,5348.914,5402.403,5456.427,5510.991,5566.101,5621.762,5677.98,5734.759,5792.107,5850.028,5908.528,5967.614,6027.29,6087.563,6148.438,6209.923,6272.022
5,I&C Rail Traction Demand,GWh,Holistic Transition,Electricity,Annual [Fiscal],4763.104,4829.744,5009.655,5156.867,5308.406,5464.397,5624.972,5790.266,5960.418,6135.569,6315.867,6501.463,6692.514,6889.178,7091.622,7300.014,7514.531,7735.351,7962.66,8196.648,8437.513,8685.455,8940.684,9203.412,9473.861,9752.258,10038.835,10333.834
5,I&C Rail Traction Demand,GWh,Ten Year Forecast,Electricity,Annual [Fiscal],4763.104,4829.744,4945.822,5039.792,5135.548,5233.124,5332.553,5433.872,5537.115,5642.32,5749.524,5858.765,5970.082,,,,,,,,,,,,,,,
5,Data Centre Demand,GWh,Hydrogen Evolution,Electricity,Annual [Fiscal],7400.0,7538.0,8651.0,9735.0,11241.0,13111.0,15318.0,17700.0,20220.0,22914.0,25312.0,27490.0,29529.0,31382.0,33159.0,34804.0,36495.0,38132.0,39705.0,41216.0,42709.0,44132.0,45430.0,46664.0,47856.0,49012.0,50139.0,51242.0
5,Data Centre Demand,GWh,Electric Engagement,Electricity,Annual [Fiscal],7400.0,7565.0,9343.0,10912.0,13090.0,15946.0,20807.0,24742.0,28332.0,31745.0,34872.0,37744.0,40665.0,43580.0,46498.0,49315.0,51996.0,54479.0,56831.0,58855.0,60678.0,62329.0,63884.0,65356.0,66757.0,68098.0,69352.0,70562.0
5,Data Centre Demand,GWh,Falling Behind,Electricity,Annual [Fiscal],7400.0,7518.0,8014.0,8400.0,9387.0,10764.0,11941.0,13166.0,14482.0,15852.0,17489.0,18679.0,19734.0,20753.0,21669.0,22453.0,23195.0,23953.0,24696.0,25407.0,26070.0,26704.0,27357.0,27986.0,28594.0,29184.0,29766.0,30334.0
5,Data Centre Demand,GWh,Holistic Transition,Electricity,Annual [Fiscal],7400.0,7565.0,9259.0,10864.0,13120.0,15950.0,19271.0,22791.0,25995.0,29059.0,31919.0,34529.0,37163.0,39782.0,42406.0,44953.0,47397.0,49678.0,51867.0,53796.0,55559.0,57165.0,58687.0,60136.0,61519.0,62845.0,64101.0,65317.0
5,Data Centre Demand,GWh,Ten Year Forecast,Electricity,Annual [Fiscal],7400.0,7738.0,8129.0,8929.0,10460.0,13108.0,16593.0,20099.0,23343.0,26600.0,29355.0,31427.0,33211.0,,,,,,,,,,,,,,,
1,GBFES Peak Customer Demand: Total Consumption plus Losses ,GW,Hydrogen Evolution,Electricity,Peak,57.464,58.339,58.54,58.74,59.317,60.287,61.621,63.572,65.881,68.32,70.975,73.906,76.889,81.063,85.327,89.52,93.725,98.135,101.741,105.087,108.414,111.266,113.452,115.502,117.409,119.14,120.716,122.475
1,GBFES Peak Customer Demand: Total Consumption plus Losses ,GW,Electric Engagement,Electricity,Peak,57.464,58.339,58.15,58.406,59.196,60.352,62.272,64.693,67.332,70.313,73.951,77.807,82.042,88.225,94.352,100.245,106.013,111.964,116.901,121.224,125.198,128.828,131.945,134.58,137.137,139.231,141.414,143.625
1,GBFES Peak Customer Demand: Total Consumption plus Losses ,GW,Falling Behind,Electricity,Peak,57.464,58.339,59.206,59.505,59.991,60.766,62.066,63.397,64.946,66.515,68.206,69.977,71.732,73.581,75.37,77.232,79.324,82.127,85.79,89.298,92.345,95.336,97.99,100.018,101.899,103.642,105.297,107.059
1,GBFES Peak Customer Demand: Total Consumption plus Losses ,GW,Holistic Transition,Electricity,Peak,57.464,58.339,58.153,58.101,58.727,59.397,60.526,62.09,63.972,66.288,68.827,71.495,74.341,79.068,83.568,87.935,92.158,96.508,100.069,103.403,106.546,109.237,111.468,113.366,115.152,116.858,118.423,120.05
1,GBFES Peak Customer Demand: Total Consumption plus Losses ,GW,Ten Year Forecast,Electricity,Peak,57.464,58.339,58.809,58.923,59.403,60.215,61.735,63.552,65.261,67.232,68.965,70.476,71.914,,,,,,,,,,,,,,,
2,"GBFES Peak System Demand: All Residential plus Losses (Smart EV Charging, no Micro-generation)",GW,Hydrogen Evolution,Electricity,Peak,23.796,23.803,23.331,22.912,22.759,22.847,23.046,23.729,24.617,25.625,26.861,28.302,29.784,31.844,34.025,36.151,38.332,40.531,42.423,44.127,45.963,47.745,49.128,50.466,51.672,52.61,53.486,54.362
2,"GBFES Peak System Demand: All Residential plus Losses (Smart EV Charging, no Micro-generation)",GW,Electric Engagement,Electricity,Peak,23.796,23.803,23.166,22.754,22.484,22.323,22.374,22.912,23.562,24.395,25.68,27.076,28.534,31.469,34.43,37.316,40.103,43.079,45.723,48.263,50.55,52.732,54.586,56.29,57.858,59.157,60.398,61.635
2,"GBFES Peak System Demand: All Residential plus Losses (Smart EV Charging, no Micro-generation)",GW,Falling Behind,Electricity,Peak,23.796,23.803,23.72,23.514,23.409,23.48,23.721,24.013,24.453,24.923,25.596,26.288,26.984,27.665,28.357,28.999,29.804,31.222,33.714,36.042,37.911,39.512,40.884,41.845,42.739,43.487,44.242,45.091
2,"GBFES Peak System Demand: All Residential plus Losses (Smart EV Charging, no Micro-generation)",GW,Holistic Transition,Electricity,Peak,23.796,23.803,23.0,22.218,21.755,21.283,20.875,20.749,20.97,21.461,22.297,23.276,24.411,26.636,28.894,31.174,33.335,35.644,37.673,39.586,41.51,43.215,44.675,45.874,47.048,47.981,48.849,49.637
2,"GBFES Peak System Demand: All Residential plus Losses (Smart EV Charging, no Micro-generation)",GW,Ten Year Forecast,Electricity,Peak,23.796,23.803,23.42,23.054,22.797,22.717,22.848,23.205,23.506,23.908,24.269,24.77,25.229,,,,,,,,,,,,,,,
3,"Residential Peak Sub Total (Appliances, Light)",GW,Hydrogen Evolution,Electricity,Peak,18.516,18.316,17.584,17.029,16.556,16.147,15.833,15.6,15.388,15.204,15.053,14.905,14.739,14.571,14.4,14.237,14.078,14.014,14.006,14.0,13.993,13.993,14.002,14.014,14.027,14.04,14.067,14.114
3,"Residential Peak Sub Total (Appliances, Light)",GW,Electric Engagement,Electricity,Peak,18.516,18.316,17.584,17.029,16.556,16.147,15.833,15.6,15.388,15.204,15.053,14.905,14.739,14.571,14.4,14.237,14.078,14.014,14.006,14.0,13.993,13.993,14.002,14.014,14.027,14.04,14.067,14.114
3,"Residential Peak Sub Total (Appliances, Light)",GW,Falling Behind,Electricity,Peak,18.516,18.316,17.887,17.397,16.985,16.684,16.517,16.379,16.255,16.128,16.025,15.923,15.8,15.673,15.542,15.417,15.295,15.265,15.298,15.358,15.419,15.482,15.547,15.612,15.678,15.744,15.81,15.876
3,"Residential Peak Sub Total (Appliances, Light)",GW,Holistic Transition,Electricity,Peak,18.516,18.316,17.469,16.847,16.285,15.831,15.481,15.164,14.907,14.68,14.485,14.293,14.09,13.891,13.697,13.516,13.339,13.243,13.196,13.151,13.106,13.064,13.025,12.99,12.963,12.935,12.908,12.88
3,"Residential Peak Sub Total (Appliances, Light)",GW,Ten Year Forecast,Electricity,Peak,18.516,18.316,17.745,17.232,16.739,16.392,16.171,15.994,15.82,15.649,15.509,15.37,15.208,,,,,,,,,,,,,,,
3,Residential Peak Shifting (Smart/TOUTs effect),GW,Hydrogen Evolution,Electricity,Peak,0.0,0.0,0.0,0.034,0.044,0.056,0.073,0.094,0.155,0.197,0.246,0.305,0.376,0.557,0.654,0.746,0.835,0.921,1.067,1.117,1.153,1.151,1.151,1.151,1.151,1.15,1.151,1.154
3,Residential Peak Shifting (Smart/TOUTs effect),GW,Electric Engagement,Electricity,Peak,0.0,0.0,0.044,0.088,0.227,0.293,0.376,0.469,0.576,0.846,0.982,1.109,1.216,1.299,1.359,1.398,1.414,1.407,1.407,1.405,1.404,1.402,1.401,1.401,1.401,1.401,1.402,1.405
3,Residential Peak Shifting (Smart/TOUTs effect),GW,Falling Behind,Electricity,Peak,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.018,0.029,0.037,0.048,0.062,0.078,0.099,0.123,0.152,0.188,0.232,0.282,0.339,0.404,0.477,0.553,0.642,0.735,0.829,0.922
3,Residential Peak Shifting (Smart/TOUTs effect),GW,Holistic Transition,Electricity,Peak,0.0,0.0,0.071,0.262,0.337,0.434,0.553,0.691,0.849,1.003,1.153,1.285,1.387,1.457,1.497,1.513,1.51,1.507,1.51,1.505,1.5,1.495,1.49,1.491,1.483,1.48,1.477,1.473
3,Residential Peak Shifting (Smart/TOUTs effect),GW,Ten Year Forecast,Electricity,Peak,0.0,0.0,0.0,0.038,0.129,0.127,0.125,0.123,0.122,0.121,0.12,0.119,0.117,,,,,,,,,,,,,,,
3,Residential EVs at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.308,0.401,0.6,0.7,0.9,1.2,1.4,1.7,2.0,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.5,3.5,3.5,3.4,3.4,3.4,3.3,3.3,3.3,3.2,3.2,3.2
3,Residential EVs at Peak,GW,Electric Engagement,Electricity,Peak,0.308,0.401,0.5,0.6,0.8,0.9,1.0,1.2,1.3,1.5,1.6,1.7,1.8,2.0,2.2,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
3,Residential EVs at Peak,GW,Falling Behind,Electricity,Peak,0.308,0.401,0.5,0.7,0.9,1.1,1.3,1.5,1.8,2.0,2.3,2.6,2.9,3.2,3.5,3.7,3.9,4.1,4.2,4.3,4.3,4.3,4.3,4.2,4.2,4.1,4.0,4.0
3,Residential EVs at Peak,GW,Holistic Transition,Electricity,Peak,0.308,0.401,0.5,0.5,0.6,0.6,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.4
3,Residential EVs at Peak,GW,Ten Year Forecast,Electricity,Peak,0.308,0.401,0.5,0.6,0.8,0.9,1.0,1.2,1.3,1.5,1.6,1.8,1.9,,,,,,,,,,,,,,,
3,Residential Resistive Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,2.145,2.206,2.201,2.185,2.175,2.081,1.987,1.885,1.782,1.677,1.571,1.464,1.356,1.618,1.869,2.119,2.368,2.613,2.792,3.012,3.309,3.585,3.811,4.006,4.181,4.325,4.435,4.543
3,Residential Resistive Heat at Peak,GW,Electric Engagement,Electricity,Peak,2.145,2.206,2.2,2.184,2.175,2.081,1.987,1.885,1.782,1.677,1.571,1.465,1.357,1.809,2.239,2.66,3.061,3.435,3.742,4.106,4.513,4.902,5.228,5.51,5.77,5.965,6.141,6.313
3,Residential Resistive Heat at Peak,GW,Falling Behind,Electricity,Peak,2.145,2.206,2.271,2.241,2.214,2.122,2.034,1.957,1.89,1.824,1.761,1.699,1.639,1.614,1.603,1.626,1.756,2.314,3.78,5.103,6.246,7.191,7.959,8.515,9.022,9.537,10.077,10.623
3,Residential Resistive Heat at Peak,GW,Holistic Transition,Electricity,Peak,2.145,2.206,2.201,2.185,2.176,2.078,1.975,1.87,1.766,1.66,1.553,1.446,1.338,1.583,1.812,2.028,2.228,2.419,2.563,2.762,3.015,3.247,3.438,3.583,3.712,3.817,3.915,4.008
3,Residential Resistive Heat at Peak,GW,Ten Year Forecast,Electricity,Peak,2.145,2.206,2.243,2.22,2.19,2.078,1.981,1.904,1.851,1.789,1.714,1.627,1.529,,,,,,,,,,,,,,,
