Simulation Name,Spotlight year,Historical weather year,Weather-conditional LOLE (h/year),Weather-conditional EEU (MWh/year)
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2016/17,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2017/18,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1984/85,0.08,470
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1985/86,1.4,10540
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1986/87,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1987/88,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1988/89,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1989/90,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1990/91,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1991/92,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1992/93,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1993/94,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1994/95,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1995/96,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1996/97,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1997/98,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1998/99,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,1999/2000,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2000/01,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2001/02,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2002/03,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2003/04,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2004/05,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2005/06,0.1,780
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2006/07,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2007/08,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2008/09,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2009/10,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2010/11,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2011/12,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2012/13,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2013/14,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2014/15,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2015/16,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2016/17,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2040/41,2017/18,0,0
