Connection,Pathway,Variable,Category,Type,SubType,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Distributed,Ten Year Forecast,Capacity (MW),Base Load,Biomass,Biomass,763.817,763.817,763.817,763.817,688.597,688.597,648.597,648.597,648.597,566.997,566.997,566.997,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Base Load,Biomass,Biomass CHP,34.35,35.24048,36.10685,36.95083,37.77399,38.57775,39.36337,40.13202,40.88476,41.62256,42.34632,43.07007,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Base Load,Waste,Waste,2875.668,2873.031,2868.792,2863.349,2859.58,2853.737,2828.215,2768.569,2693.153,2616.797,2551.23,2485.664,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Base Load,Waste,Waste CHP,263.6981,325.0169,389.3348,452.6522,518.9694,585.2867,644.3001,585.5136,579.117,574.2628,574.5723,574.8817,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Dispatchable,Gas,CCGT,1820.32,1820.32,1767.32,1767.32,1440.788,1387.788,1387.788,1387.788,1334.788,1334.788,1228.788,1122.788,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Dispatchable,Gas,Gas CHP,1781.395,1767.84,1767.894,1767.949,1768.004,1744.833,1720.114,1641.25,1549.927,1450.206,1347.708,1245.211,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Dispatchable,Gas,Gas Reciprocating Engines,2544.465,2725.568,2943.613,3149.666,3338.646,3505.578,3526.327,3486.658,3394.465,3120.739,2690.962,2261.186,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Dispatchable,Other Thermal,Diesel,1305.32,1209.467,1107.389,971.2019,678.8597,427.1339,280.3274,194.3243,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Renewable,Hydro,Hydro,324.267,327.6242,330.9818,334.3417,337.7052,341.0738,344.4488,347.8313,351.2226,354.6235,358.035,361.4466,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Renewable,Offshore Wind,Offshore Wind,681.2,681.2,681.2,681.2,681.2,681.2,681.2,681.2,681.2,681.2,681.2,681.2,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Renewable,Onshore Wind,Onshore Wind,5436.147,5653.593,5893.871,6218.033,6560.025,6986.427,7454.518,7720.886,7990.189,8262.484,8537.832,8813.18,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Renewable,Other Renewable,Geothermal CHP,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Renewable,Other Renewable,Marine,47.058,59.258,59.258,69.258,70.258,85.258,85.258,90.258,114.258,124.258,124.258,124.258,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Renewable,Solar PV,Solar PV,11515.78,11936.71,12163.97,12415.09,12689.94,13090.78,13514.78,14214.78,15064.78,15893.6,17006.24,18118.87,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Storage,Battery,Battery,3648.298,4633.867,6001.006,7458.696,7973.046,8326.776,8763.934,8766.122,8966.122,9463.222,9562.622,9662.022,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Storage,Long Duration Energy Storage,Compressed Air,3.294,3.294,3.294,3.294,3.294,3.294,3.294,3.294,3.294,3.294,3.294,3.294,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Storage,Long Duration Energy Storage,Liquid Air,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,105.0,105.0,205.0,305.0,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Capacity (MW),Storage,Long Duration Energy Storage,Pumped Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,99.9,99.9,,,,,,,,,,,,,,,
Distributed - Micro,Falling Behind,Capacity (MW),Renewable,Hydro,Hydro,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987
Distributed - Micro,Falling Behind,Capacity (MW),Renewable,Onshore Wind,Onshore Wind,567.7538,571.3147,574.8756,578.4365,581.9974,585.5583,589.1192,592.6801,596.241,599.8019,603.3628,606.9238,610.4847,614.0456,617.6065,621.1674,624.7283,628.2892,631.8501,635.411,638.9719,642.5328,646.0937,649.6546,653.2155,656.7764,660.3373
Distributed - Micro,Falling Behind,Capacity (MW),Renewable,Solar PV,Solar PV,7109.907,7576.371,8042.834,8509.298,8975.762,9442.225,9908.689,10375.15,10841.62,11308.08,11774.54,12241.01,12707.47,13173.94,13640.4,14106.86,14573.33,15039.79,15506.25,15972.72,16439.18,16905.65,17372.11,17838.57,18305.04,18771.5,19237.96
Distributed - Micro,Falling Behind,Capacity (MW),Storage,Battery,Battery,190.5171,217.6053,232.4989,249.1916,322.0599,349.448,371.1385,395.1281,420.5171,447.5053,475.893,505.8799,537.2663,570.2519,605.6365,641.5209,679.0046,717.9876,758.3701,800.3518,843.7329,888.7134,935.0932,983.0723,1032.451,1083.329,1135.806
Distributed - Micro,Electric Engagement,Capacity (MW),Renewable,Hydro,Hydro,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987
Distributed - Micro,Electric Engagement,Capacity (MW),Renewable,Onshore Wind,Onshore Wind,567.7538,596.7335,625.7132,654.6929,683.6726,712.6524,741.6321,770.6118,799.5915,828.5712,857.5509,886.5306,915.5104,944.4901,973.4698,1002.449,1031.429,1060.409,1089.389,1118.368,1147.348,1176.328,1205.307,1234.287,1263.267,1292.247,1321.226
Distributed - Micro,Electric Engagement,Capacity (MW),Renewable,Solar PV,Solar PV,7109.907,8294.392,9478.876,10663.36,11847.85,13032.33,14216.81,15401.3,16585.78,17770.27,18954.75,20139.24,21323.72,22508.21,23692.69,24877.18,26061.66,27246.15,28430.63,29615.12,30799.6,31984.09,33168.57,34353.05,35537.54,36722.02,37906.51
Distributed - Micro,Electric Engagement,Capacity (MW),Storage,Battery,Battery,190.5171,362.2424,465.7974,640.1215,771.0645,919.5,1085.328,1272.546,1482.155,1710.656,1958.048,2225.332,2510.508,2814.576,3137.535,3479.386,3843.628,4230.859,4637.582,5063.897,5509.803,5975.4,6460.489,6965.17,7489.442,8033.405,8596.86
Distributed - Micro,Holistic Transition,Capacity (MW),Renewable,Hydro,Hydro,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987
Distributed - Micro,Holistic Transition,Capacity (MW),Renewable,Onshore Wind,Onshore Wind,567.7538,586.1644,604.5751,622.9857,641.3964,659.807,678.2176,696.6283,715.0389,733.4496,751.8602,770.2708,788.6815,807.0921,825.5028,843.9134,862.3241,880.7347,899.1453,917.556,935.9666,954.3773,972.7879,991.1985,1009.609,1028.02,1046.43
Distributed - Micro,Holistic Transition,Capacity (MW),Renewable,Solar PV,Solar PV,7109.907,8109.472,9109.037,10108.6,11108.17,12107.73,13107.3,14106.86,15106.43,16105.99,17105.56,18105.12,19104.69,20104.25,21103.82,22103.38,23102.95,24102.51,25102.08,26101.64,27101.21,28100.77,29100.34,30099.91,31099.47,32099.04,33098.6
Distributed - Micro,Holistic Transition,Capacity (MW),Storage,Battery,Battery,190.5171,249.9912,386.6318,491.3862,631.4253,833.0376,975.2757,1135.706,1315.428,1511.243,1723.25,1951.551,2196.844,2457.531,2734.31,3027.383,3339.547,3671.403,4020.051,4385.492,4767.726,5166.752,5582.571,6015.183,6464.488,6930.685,7413.675
Distributed - Micro,Hydrogen Evolution,Capacity (MW),Renewable,Hydro,Hydro,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987
Distributed - Micro,Hydrogen Evolution,Capacity (MW),Renewable,Onshore Wind,Onshore Wind,567.7538,574.4343,578.5255,582.6168,587.7309,592.8449,598.1,603.0731,608.1871,613.3012,618.4153,623.5293,629.6662,635.8031,641.94,648.0768,654.2137,661.3734,668.5331,675.6928,682.8525,690.0122,698.1947,706.3772,714.5597,722.7422,730.9247
Distributed - Micro,Hydrogen Evolution,Capacity (MW),Renewable,Solar PV,Solar PV,7109.907,7760.217,8410.526,9060.836,9711.146,10361.46,11011.76,11662.07,12312.38,12962.69,13613.0,14263.31,14913.62,15563.93,16214.24,16864.55,17514.86,18165.17,18815.48,19465.79,20116.1,20766.41,21416.72,22067.03,22717.34,23367.65,24017.96
Distributed - Micro,Hydrogen Evolution,Capacity (MW),Storage,Battery,Battery,190.5171,223.7027,246.7926,329.0568,368.9395,404.9238,444.4067,488.3875,536.9664,589.4436,645.919,706.1928,770.3649,839.4348,911.4035,987.3704,1067.136,1150.799,1238.361,1329.921,1425.28,1524.537,1627.692,1734.745,1845.797,1960.647,2077.127
Distributed - Micro,Ten Year Forecast,Capacity (MW),Renewable,Hydro,Hydro,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,196.3987,,,,,,,,,,,,,,,
Distributed - Micro,Ten Year Forecast,Capacity (MW),Renewable,Onshore Wind,Onshore Wind,567.7538,572.1373,576.5208,580.9042,585.2877,589.6712,594.0547,598.4382,602.8217,607.2052,611.5886,615.9721,,,,,,,,,,,,,,,
Distributed - Micro,Ten Year Forecast,Capacity (MW),Renewable,Solar PV,Solar PV,7109.907,7615.401,8120.896,8626.39,9131.884,9637.379,10142.87,10648.37,11153.86,11659.36,12164.85,12670.34,,,,,,,,,,,,,,,
Distributed - Micro,Ten Year Forecast,Capacity (MW),Storage,Battery,Battery,190.5171,217.6053,232.4989,249.1916,323.5592,349.448,531.1689,735.58,963.8807,1212.173,1480.656,1749.139,,,,,,,,,,,,,,,
Transmission,Falling Behind,Capacity (MW),Base Load,Biomass,Biomass,3403.0,3403.0,3403.0,3403.0,3553.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0
Transmission,Falling Behind,Capacity (MW),Base Load,Biomass,Biomass CHP,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Transmission,Falling Behind,Capacity (MW),Base Load,CCS Biomass,CCS Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
Transmission,Falling Behind,Capacity (MW),Base Load,Nuclear,Nuclear - Large,6076.0,6076.0,6076.0,3710.0,3710.0,3710.0,3710.0,2900.0,4570.0,4570.0,4570.0,4570.0,4570.0,4570.0,4570.0,4570.0,4570.0,3340.0,5010.0,5010.0,5010.0,5010.0,6680.0,6680.0,6680.0,6680.0,6680.0
Transmission,Falling Behind,Capacity (MW),Base Load,Nuclear,Nuclear - Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,470.0,470.0,1410.0,1410.0,1410.0,1410.0,1880.0,2350.0,3760.0
Transmission,Falling Behind,Capacity (MW),Base Load,Waste,Waste,62.0,62.0,62.0,62.0,62.0,145.0,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9
Transmission,Falling Behind,Capacity (MW),Dispatchable,CCS Gas,CCS Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,860.0,2310.0,2310.0,3216.0,3216.0,4126.0,4126.0,4126.0,4613.0,5100.0,8300.0,9906.0,12106.0,12106.0,12106.0,12106.0,15216.0,15614.0,16814.0
Transmission,Falling Behind,Capacity (MW),Dispatchable,Gas,CCGT,29033.0,29033.0,29033.0,28993.0,28993.0,30073.0,31482.9,31482.9,31482.9,31482.9,31482.9,31482.9,31482.9,31482.9,31482.9,31482.9,31137.9,30898.9,30898.9,31903.9,31903.9,32813.9,32813.9,32813.9,31061.9,30641.9,30240.9
Transmission,Falling Behind,Capacity (MW),Dispatchable,Gas,Gas CCGT CHP,2040.34,2040.34,1920.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,719.34,719.34,719.34
Transmission,Falling Behind,Capacity (MW),Dispatchable,Gas,Gas Reciprocating Engines,291.0,291.0,291.0,640.99,740.88,1380.88,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98,1522.98
Transmission,Falling Behind,Capacity (MW),Dispatchable,Gas,OCGT,1801.53,1801.53,2997.53,2997.53,3102.03,3102.03,3662.02,4492.02,4992.02,4992.02,4992.02,4992.02,4992.02,4992.02,4992.02,4992.02,4992.02,4992.02,5267.02,5267.02,5267.02,5267.02,5267.02,6487.02,6487.02,7337.02,6117.02
Transmission,Falling Behind,Capacity (MW),Dispatchable,Other Thermal,Diesel,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5
Transmission,Falling Behind,Capacity (MW),Dispatchable,Other Thermal,Fuel Oil,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3
Transmission,Falling Behind,Capacity (MW),Interconnectors,Interconnectors,Interconnectors,9800.0,10300.0,10300.0,10300.0,10300.0,10300.0,11700.0,11700.0,11700.0,11700.0,12950.0,12950.0,15100.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0
Transmission,Falling Behind,Capacity (MW),Renewable,Hydro,Hydro,1341.8,1341.8,1341.8,1348.26,1348.26,1348.26,1348.26,1348.26,1348.26,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76
Transmission,Falling Behind,Capacity (MW),Renewable,Offshore Wind,Offshore Wind,14771.5,15880.5,15880.5,21512.5,25757.75,27967.75,35056.75,45236.75,47815.75,49801.75,51851.75,54301.75,57201.75,62951.75,69279.75,73739.75,73739.75,76239.75,76989.75,77389.75,77789.75,77789.75,77789.75,77789.75,79089.75,79389.75,79689.75
Transmission,Falling Behind,Capacity (MW),Renewable,Onshore Wind,Onshore Wind,8550.0,8600.0,8600.0,9116.43,10274.13,11780.82,14866.79,17333.29,21688.89,23595.49,24480.09,24875.19,25266.39,25591.19,25690.19,25790.99,25790.99,25848.59,26181.39,26181.39,26491.99,26491.99,26756.99,26756.99,27156.99,27156.99,27422.99
Transmission,Falling Behind,Capacity (MW),Renewable,Other Renewable,Marine,14.9,14.9,14.9,14.9,14.9,71.0,297.0,297.0,337.0,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,539.8,539.8,539.8,539.8,539.8,539.8,539.8,539.8,539.8
Transmission,Falling Behind,Capacity (MW),Renewable,Solar PV,Solar PV,162.8,162.8,682.365,2861.765,4245.265,5507.66,9136.82,11018.62,11205.32,11302.82,11302.82,11322.82,11322.82,11322.82,11322.82,11322.82,11550.82,12250.82,13970.72,13970.72,13970.72,15185.62,15185.62,17124.62,17124.62,17124.62,17124.62
Transmission,Falling Behind,Capacity (MW),Storage,Battery,Battery,2939.08,3893.76,4890.86,5761.16,7784.96,8951.45,11703.45,12103.45,12503.45,12712.75,13001.85,13298.95,13598.65,13598.65,13867.35,14177.15,14397.05,14746.95,15016.95,15206.95,15386.31,15586.31,15586.31,15586.31,15786.31,15871.81,15871.81
Transmission,Falling Behind,Capacity (MW),Storage,Long Duration Energy Storage,Liquid Air,0.0,0.0,0.0,0.0,0.0,0.0,200.0,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9
Transmission,Falling Behind,Capacity (MW),Storage,Long Duration Energy Storage,Pumped Hydro,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0
Transmission,Electric Engagement,Capacity (MW),Base Load,Biomass,Biomass,3403.0,3403.0,3403.0,3007.0,3157.0,2582.0,2582.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0
Transmission,Electric Engagement,Capacity (MW),Base Load,Biomass,Biomass CHP,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Transmission,Electric Engagement,Capacity (MW),Base Load,CCS Biomass,CCS Biomass,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1800.0,2840.0,3890.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0
Transmission,Electric Engagement,Capacity (MW),Base Load,Nuclear,Nuclear - Large,6076.0,6076.0,6076.0,4868.0,3710.0,3710.0,4130.0,4570.0,4570.0,4570.0,4570.0,4570.0,4570.0,6180.0,6180.0,7910.0,7910.0,7910.0,7910.0,7910.0,7910.0,7910.0,7910.0,7910.0,7910.0,8850.0,8850.0
Transmission,Electric Engagement,Capacity (MW),Base Load,Nuclear,Nuclear - Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,940.0,1410.0,1880.0,2820.0,3290.0,3290.0,4230.0,5170.0,6110.0,7050.0,7990.0,8930.0,9870.0,10810.0,11960.0,12710.0
Transmission,Electric Engagement,Capacity (MW),Base Load,Waste,Waste,62.0,62.0,62.0,62.0,62.0,107.0,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9
Transmission,Electric Engagement,Capacity (MW),Dispatchable,CCS Gas,CCS Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3197.0,6277.0,6277.0,6277.0,7183.0,12690.0,15377.0,19515.0,20715.0,23295.0,23295.0,25145.0,26645.0,26645.0,26645.0,26645.0,26645.0,26645.0,26645.0,26645.0
Transmission,Electric Engagement,Capacity (MW),Dispatchable,Gas,CCGT,29033.0,28632.0,28632.0,28592.0,28247.0,25787.0,22253.0,22253.0,22253.0,22253.0,14864.0,11459.0,10572.0,9472.0,8612.0,7118.0,5408.0,5408.0,5408.0,5408.0,5378.0,5378.0,5378.0,4528.0,4528.0,4390.0,4390.0
Transmission,Electric Engagement,Capacity (MW),Dispatchable,Gas,Gas CCGT CHP,2040.34,2057.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,719.34,273.04,273.04,226.04,226.04,226.04,226.04,226.04,226.04,226.04,226.04,226.04,184.04,184.04,184.04,184.04,184.04,0.0,0.0
Transmission,Electric Engagement,Capacity (MW),Dispatchable,Gas,Gas Reciprocating Engines,291.0,291.0,291.0,781.0,1231.0,1231.0,1231.0,1231.0,1231.0,1231.0,1231.0,1231.0,1231.0,1231.0,1221.0,1221.0,1221.0,1221.0,1221.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,750.0,750.0
Transmission,Electric Engagement,Capacity (MW),Dispatchable,Gas,OCGT,1801.53,1801.53,2997.53,2997.53,2997.53,2997.53,3297.53,3297.63,2748.63,2608.63,2608.63,2561.63,2462.63,2462.63,2462.63,2462.63,2462.63,2162.64,2162.64,1572.64,1273.64,1273.64,1273.64,1273.64,1273.64,1197.0,1197.0
Transmission,Electric Engagement,Capacity (MW),Dispatchable,Hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.0,4397.0,7497.0,8697.0,11497.0,14497.0,17897.0,17897.0,17897.0,18997.0,18997.0,18997.0
Transmission,Electric Engagement,Capacity (MW),Dispatchable,Hydrogen,Hydrogen Peaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,382.0,382.0,782.0,1182.0,2382.0,3582.0,3582.0,3582.0,3582.0,3582.0,3582.0,3582.0,3582.0,3582.0,3582.0
Transmission,Electric Engagement,Capacity (MW),Dispatchable,Other Thermal,Diesel,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5
Transmission,Electric Engagement,Capacity (MW),Dispatchable,Other Thermal,Fuel Oil,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,190.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,0.0
Transmission,Electric Engagement,Capacity (MW),Interconnectors,Interconnectors,Interconnectors,9800.0,10300.0,10300.0,10300.0,11700.0,11700.0,12450.0,16900.0,17600.0,19400.0,20600.0,20600.0,22000.0,22000.0,23400.0,23400.0,24400.0,24400.0,24400.0,24400.0,24400.0,24400.0,24400.0,24400.0,24400.0,24400.0,24400.0
Transmission,Electric Engagement,Capacity (MW),Renewable,Hydro,Hydro,1341.8,1341.8,1348.26,1348.26,1348.26,1348.26,1348.26,1348.26,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76
Transmission,Electric Engagement,Capacity (MW),Renewable,Offshore Wind,Offshore Wind,14771.5,15880.5,22228.5,22934.5,29573.75,41093.75,47083.75,50333.75,56171.75,61971.75,61971.75,66779.75,74507.75,80467.75,83825.75,89225.75,91275.75,92325.75,94325.75,94325.75,95325.75,95625.75,95625.75,95625.75,95625.75,95625.75,95625.75
Transmission,Electric Engagement,Capacity (MW),Renewable,Onshore Wind,Onshore Wind,8550.0,8600.0,9718.02,11279.62,13491.72,15807.52,19493.52,21760.72,23605.22,24439.82,24772.22,25603.22,25844.02,25943.02,25943.02,27332.02,27332.02,27332.02,27658.62,27658.62,27658.62,27658.62,28058.62,28058.62,28058.62,28058.62,28458.62
Transmission,Electric Engagement,Capacity (MW),Renewable,Other Renewable,Marine,14.9,14.9,14.9,14.9,54.9,88.0,359.8,409.8,409.8,409.8,409.8,1409.8,1409.8,1409.8,1409.8,1409.8,1409.8,1909.8,1909.8,1909.8,2409.8,2409.8,2409.8,2409.8,2409.8,2409.8,3909.8
Transmission,Electric Engagement,Capacity (MW),Renewable,Solar PV,Solar PV,162.8,229.7,2742.975,4528.26,8599.925,11720.62,12434.82,14064.82,14244.82,14244.82,14289.82,14819.72,14819.72,18582.72,18834.72,20458.72,20458.72,20458.72,20458.72,20458.72,20458.72,25057.62,25057.62,25057.62,25057.62,25057.62,25057.62
Transmission,Electric Engagement,Capacity (MW),Storage,Battery,Battery,2939.08,6165.76,8543.05,10520.55,11885.65,12485.65,13735.65,14514.25,15258.31,16040.71,16794.71,17567.81,18071.81,18564.81,18564.81,18564.81,18564.81,18564.81,18564.81,18564.81,18564.81,18564.81,18564.81,18650.31,18650.31,18650.31,18650.31
Transmission,Electric Engagement,Capacity (MW),Storage,Long Duration Energy Storage,Compressed Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6000.0,6000.0
Transmission,Electric Engagement,Capacity (MW),Storage,Long Duration Energy Storage,Liquid Air,0.0,0.0,0.0,0.0,200.0,249.9,249.9,449.9,849.9,1249.9,1649.9,2049.9,2449.9,2849.9,3249.9,3649.9,4049.9,4049.9,4049.9,4049.9,4049.9,4049.9,4049.9,4049.9,4049.9,4049.9,4049.9
Transmission,Electric Engagement,Capacity (MW),Storage,Long Duration Energy Storage,Pumped Hydro,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,3344.0,3554.0,4404.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0
Transmission,Holistic Transition,Capacity (MW),Base Load,Biomass,Biomass,3403.0,3403.0,3403.0,3007.0,3007.0,2372.0,2372.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0
Transmission,Holistic Transition,Capacity (MW),Base Load,Biomass,Biomass CHP,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Transmission,Holistic Transition,Capacity (MW),Base Load,CCS Biomass,CCS Biomass,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1200.0,1930.0,2540.0,2540.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0
Transmission,Holistic Transition,Capacity (MW),Base Load,Nuclear,Nuclear - Large,6076.0,6076.0,6076.0,3710.0,3710.0,3710.0,2900.0,4570.0,4570.0,4570.0,4570.0,4570.0,3340.0,3340.0,5010.0,6680.0,6680.0,6680.0,6680.0,6680.0,6680.0,6680.0,6680.0,6680.0,6680.0,6680.0,6680.0
Transmission,Holistic Transition,Capacity (MW),Base Load,Nuclear,Nuclear - Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,470.0,940.0,1880.0,2350.0,3290.0,3290.0,3290.0,3760.0,4230.0,4700.0,5170.0,5640.0,6110.0,6580.0,7050.0,7520.0
