Connection,Pathway,Variable,Category,Type,SubType,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Transmission,Holistic Transition,Capacity (MW),Base Load,Waste,Waste,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
Transmission,Holistic Transition,Capacity (MW),Dispatchable,CCS Gas,CCS Gas,0.0,0.0,0.0,0.0,0.0,860.0,860.0,2680.0,5790.0,6277.0,6277.0,8093.0,11600.0,14725.0,14725.0,14725.0,19625.0,21005.0,22205.0,22205.0,22205.0,22205.0,22205.0,22205.0,22205.0,22205.0,22205.0
Transmission,Holistic Transition,Capacity (MW),Dispatchable,Gas,CCGT,29033.0,28632.0,28632.0,28592.0,26872.0,24447.0,20568.0,20148.0,18519.0,18519.0,14469.0,11459.0,10572.0,9472.0,8612.0,7118.0,5408.0,5408.0,4458.0,3743.0,3713.0,2793.0,1888.0,1038.0,1038.0,900.0,0.0
Transmission,Holistic Transition,Capacity (MW),Dispatchable,Gas,Gas CCGT CHP,2040.34,2057.34,1937.34,1937.34,1937.34,1937.34,1937.34,1937.34,431.04,273.04,273.04,226.04,226.04,226.04,226.04,226.04,226.04,226.04,226.04,226.04,184.04,184.04,184.04,184.04,184.04,0.0,0.0
Transmission,Holistic Transition,Capacity (MW),Dispatchable,Gas,Gas Reciprocating Engines,291.0,291.0,291.0,291.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,471.0,471.0,471.0,471.0,471.0,281.0,281.0,281.0,281.0,281.0,281.0,0.0,0.0
Transmission,Holistic Transition,Capacity (MW),Dispatchable,Gas,OCGT,1801.53,1801.53,2997.53,2997.53,2997.53,2997.53,3797.53,3057.63,2748.63,2608.63,2608.63,2561.63,2462.63,2462.63,2462.63,2462.63,2462.63,2162.64,2162.64,1572.64,1273.64,1273.64,1273.64,1273.64,376.64,300.0,0.0
Transmission,Holistic Transition,Capacity (MW),Dispatchable,Hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2597.0,4997.0,9597.0,12397.0,14297.0,14297.0,15297.0,15297.0,15297.0,15897.0
Transmission,Holistic Transition,Capacity (MW),Dispatchable,Hydrogen,Hydrogen Peaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0,1582.0,2182.0,2782.0,2782.0,2782.0,2782.0,2782.0,2782.0,2782.0,3182.0,3582.0
Transmission,Holistic Transition,Capacity (MW),Dispatchable,Other Thermal,Diesel,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,0.0,0.0
Transmission,Holistic Transition,Capacity (MW),Dispatchable,Other Thermal,Fuel Oil,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,190.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,0.0
Transmission,Holistic Transition,Capacity (MW),Interconnectors,Interconnectors,Interconnectors,9800.0,10300.0,10300.0,10300.0,11700.0,11700.0,11700.0,11700.0,16900.0,16900.0,19400.0,19400.0,19400.0,19400.0,19400.0,20800.0,20800.0,20800.0,21800.0,21800.0,21800.0,21800.0,21800.0,21800.0,21800.0,21800.0,21800.0
Transmission,Holistic Transition,Capacity (MW),Renewable,Hydro,Hydro,1341.8,1341.8,1348.26,1348.26,1348.26,1348.26,1348.26,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76
Transmission,Holistic Transition,Capacity (MW),Renewable,Offshore Wind,Offshore Wind,14771.5,15880.5,22228.5,22934.5,26779.75,39943.75,45723.75,53443.75,64001.75,72976.75,80096.75,85404.75,86904.75,88454.75,88454.75,90454.75,92454.75,94754.75,94754.75,95754.75,96762.75,98082.75,99582.75,99882.75,101190.8,102190.8,103190.8
Transmission,Holistic Transition,Capacity (MW),Renewable,Onshore Wind,Onshore Wind,8550.0,9086.43,10136.63,11974.52,13495.22,16468.82,20513.02,22900.62,23887.22,24282.32,24673.52,25827.12,25926.12,25926.12,25926.12,26160.32,26160.32,26160.32,26325.32,26325.32,26325.32,26325.32,26725.32,26725.32,26725.32,26725.32,26975.32
Transmission,Holistic Transition,Capacity (MW),Renewable,Other Renewable,Marine,14.9,14.9,14.9,14.9,14.9,71.0,154.0,309.8,309.8,309.8,309.8,309.8,309.8,309.8,309.8,309.8,309.8,1309.8,1309.8,1309.8,1309.8,1309.8,1309.8,1309.8,1309.8,1309.8,1309.8
Transmission,Holistic Transition,Capacity (MW),Renewable,Solar PV,Solar PV,162.8,704.68,2966.46,4749.125,7733.92,10834.52,12129.82,12699.82,12699.82,12744.82,12744.82,12744.82,12744.82,12744.82,12744.82,12744.82,18744.82,18744.82,18744.82,18744.82,18744.82,21486.52,21486.52,21486.52,21486.52,21486.52,21486.52
Transmission,Holistic Transition,Capacity (MW),Storage,Battery,Battery,2939.08,5219.06,7663.55,9262.85,12185.75,12735.75,13035.75,13789.75,14564.75,15355.65,16099.71,16876.71,17681.71,18211.41,18744.81,19251.81,19755.21,20259.21,20259.21,20259.21,20259.21,20259.21,20344.71,20344.71,20344.71,20344.71,20344.71
Transmission,Holistic Transition,Capacity (MW),Storage,Long Duration Energy Storage,Compressed Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
Transmission,Holistic Transition,Capacity (MW),Storage,Long Duration Energy Storage,Liquid Air,0.0,0.0,0.0,200.0,249.9,249.9,849.9,1249.9,1649.9,2049.9,2449.9,2849.9,3649.9,4049.9,4449.9,4849.9,4849.9,4849.9,4849.9,4849.9,4849.9,4849.9,4849.9,4849.9,4849.9,4849.9,4849.9
Transmission,Holistic Transition,Capacity (MW),Storage,Long Duration Energy Storage,Pumped Hydro,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,4044.0,4744.0,5344.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0,6940.0
Transmission,Hydrogen Evolution,Capacity (MW),Base Load,Biomass,Biomass,3403.0,3403.0,3403.0,3007.0,3157.0,2582.0,2582.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0,677.0
Transmission,Hydrogen Evolution,Capacity (MW),Base Load,Biomass,Biomass CHP,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Transmission,Hydrogen Evolution,Capacity (MW),Base Load,CCS Biomass,CCS Biomass,0.0,0.0,0.0,0.0,0.0,600.0,600.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
Transmission,Hydrogen Evolution,Capacity (MW),Base Load,Nuclear,Nuclear - Large,6076.0,6076.0,6076.0,4868.0,3710.0,2460.0,2900.0,4570.0,4570.0,4570.0,4570.0,4570.0,3340.0,3340.0,3340.0,5010.0,5010.0,5010.0,5010.0,5010.0,5010.0,6680.0,6680.0,6680.0,6680.0,6680.0,6680.0
Transmission,Hydrogen Evolution,Capacity (MW),Base Load,Nuclear,Nuclear - Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,470.0,470.0,470.0,470.0,470.0,940.0,1410.0,1410.0,1880.0,2350.0,2820.0,2820.0,2820.0,3760.0,4230.0,4230.0
Transmission,Hydrogen Evolution,Capacity (MW),Base Load,Waste,Waste,62.0,62.0,62.0,62.0,62.0,145.0,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9
Transmission,Hydrogen Evolution,Capacity (MW),Dispatchable,CCS Gas,CCS Gas,0.0,0.0,0.0,0.0,0.0,860.0,1347.0,2607.0,4457.0,5367.0,8123.0,9449.0,12358.0,14539.0,14539.0,14539.0,17739.0,18939.0,21139.0,22339.0,23839.0,23839.0,23839.0,23839.0,25219.0,25219.0,25219.0
Transmission,Hydrogen Evolution,Capacity (MW),Dispatchable,Gas,CCGT,29033.0,28632.0,28632.0,28592.0,28592.0,26552.0,23113.0,21118.0,19753.0,18519.0,14469.0,14469.0,11382.0,11382.0,11382.0,11382.0,10582.0,10572.0,10572.0,10572.0,10552.0,10401.0,8841.0,8841.0,8841.0,8703.0,7810.0
Transmission,Hydrogen Evolution,Capacity (MW),Dispatchable,Gas,Gas CCGT CHP,2040.34,2057.34,1937.34,1937.34,1937.34,1937.34,1937.34,719.34,719.34,414.04,414.04,414.04,414.04,414.04,414.04,414.04,414.04,414.04,414.04,414.04,384.04,337.04,196.04,196.04,196.04,0.0,0.0
Transmission,Hydrogen Evolution,Capacity (MW),Dispatchable,Gas,Gas Reciprocating Engines,291.0,291.0,291.0,591.0,1041.0,1041.0,1041.0,1041.0,1041.0,1041.0,1041.0,1041.0,1041.0,1041.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,750.0,750.0
Transmission,Hydrogen Evolution,Capacity (MW),Dispatchable,Gas,OCGT,1801.53,1801.53,2997.53,2997.53,2997.53,2997.53,3297.53,3107.63,3507.63,3367.63,3367.63,3320.63,3221.63,3221.63,3221.63,3221.63,3221.63,3221.63,3221.63,2991.63,2991.63,2372.63,2372.63,2372.63,2372.63,2295.99,1996.0
Transmission,Hydrogen Evolution,Capacity (MW),Dispatchable,Hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1200.0,3100.0,3700.0,6800.0,7697.0,7697.0,8297.0,9697.0,9697.0,12497.0,14097.0,14097.0,14097.0,14097.0,14097.0,14097.0
Transmission,Hydrogen Evolution,Capacity (MW),Dispatchable,Hydrogen,Hydrogen Peaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,982.0,982.0,1582.0,1582.0,1582.0,2182.0,2582.0,2582.0,2582.0,2582.0,2582.0,2582.0,2582.0,2582.0,2582.0,2582.0,2582.0,2682.0,3082.0
Transmission,Hydrogen Evolution,Capacity (MW),Dispatchable,Other Thermal,Diesel,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,61.5,61.5
Transmission,Hydrogen Evolution,Capacity (MW),Dispatchable,Other Thermal,Fuel Oil,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,162.3,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,0.0
Transmission,Hydrogen Evolution,Capacity (MW),Interconnectors,Interconnectors,Interconnectors,9800.0,10300.0,10300.0,10300.0,10300.0,11700.0,11700.0,11700.0,11700.0,12950.0,16500.0,17900.0,17900.0,17900.0,17900.0,17900.0,17900.0,17900.0,17900.0,17900.0,17900.0,17900.0,17900.0,17900.0,17900.0,17900.0,17900.0
Transmission,Hydrogen Evolution,Capacity (MW),Renewable,Hydro,Hydro,1341.8,1341.8,1348.26,1348.26,1348.26,1348.26,1348.26,1348.26,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76,1366.76
Transmission,Hydrogen Evolution,Capacity (MW),Renewable,Offshore Wind,Offshore Wind,14771.5,15880.5,21780.5,22934.5,26779.75,31867.75,41636.75,52132.75,58401.75,62011.75,62411.75,76484.75,84684.75,84684.75,86084.75,88084.75,91292.75,91692.75,93242.75,93242.75,94642.75,94942.75,94942.75,94942.75,94942.75,94942.75,94942.75
Transmission,Hydrogen Evolution,Capacity (MW),Renewable,Onshore Wind,Onshore Wind,8550.0,8600.0,9579.33,11115.12,13426.89,15505.19,19220.09,22469.89,24256.69,25091.29,25543.99,26374.99,26926.39,27025.39,28025.39,28025.39,28025.39,28025.39,28025.39,28025.39,28290.39,28290.39,28690.39,28690.39,28981.59,28981.59,29281.49
Transmission,Hydrogen Evolution,Capacity (MW),Renewable,Other Renewable,Marine,14.9,14.9,14.9,14.9,54.9,214.0,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8,409.8
Transmission,Hydrogen Evolution,Capacity (MW),Renewable,Solar PV,Solar PV,162.8,229.7,1682.075,3476.36,7750.425,10112.22,12168.82,13695.32,13855.32,13875.32,13875.32,14374.82,14874.82,18669.72,19169.72,20674.12,20674.12,20674.12,20674.12,20674.12,20674.12,25236.02,25236.02,25236.02,25236.02,25236.02,25236.02
Transmission,Hydrogen Evolution,Capacity (MW),Storage,Battery,Battery,2939.08,4942.96,6377.46,7875.745,9388.445,9838.445,11313.45,11824.05,12328.45,12834.55,13130.45,14021.95,15213.95,15213.95,15613.85,16013.85,16427.85,16927.85,17321.21,17721.21,18171.21,18171.21,18256.71,18256.71,18256.71,18256.71,18256.71
Transmission,Hydrogen Evolution,Capacity (MW),Storage,Long Duration Energy Storage,Compressed Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4000.0,4000.0
Transmission,Hydrogen Evolution,Capacity (MW),Storage,Long Duration Energy Storage,Liquid Air,0.0,0.0,0.0,0.0,0.0,200.0,249.9,449.9,649.9,849.9,1049.9,1449.9,2049.9,2249.9,2649.9,3049.9,3049.9,3049.9,3049.9,3049.9,3049.9,3049.9,3049.9,3049.9,3049.9,3049.9,3049.9
Transmission,Hydrogen Evolution,Capacity (MW),Storage,Long Duration Energy Storage,Pumped Hydro,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,3344.0,4104.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0
Transmission,Ten Year Forecast,Capacity (MW),Base Load,Biomass,Biomass,3403.0,3403.0,3403.0,3007.0,3007.0,3007.0,3007.0,3007.0,3007.0,3007.0,3007.0,3007.0,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Base Load,Biomass,Biomass CHP,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Base Load,CCS Biomass,CCS Biomass,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Base Load,Nuclear,Nuclear - Large,6076.0,6076.0,6076.0,3710.0,3710.0,3710.0,2900.0,4570.0,4570.0,4570.0,4570.0,4570.0,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Base Load,Waste,Waste,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Dispatchable,CCS Gas,CCS Gas,0.0,0.0,0.0,0.0,0.0,0.0,860.0,2257.0,5000.0,5000.0,5000.0,5906.0,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Dispatchable,Gas,CCGT,29033.0,28632.0,28632.0,28592.0,28592.0,26782.0,23343.0,22528.0,21163.0,19929.0,18649.0,18649.0,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Dispatchable,Gas,Gas CCGT CHP,2040.34,2057.34,1937.34,1937.34,1937.34,1937.34,1937.34,3117.34,3651.34,4071.34,4071.34,4071.34,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Dispatchable,Gas,Gas Reciprocating Engines,291.0,291.0,291.0,291.0,591.0,1041.0,1231.0,1231.0,1231.0,1231.0,1231.0,1231.0,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Dispatchable,Gas,OCGT,1801.53,1801.53,2997.53,2997.53,2997.53,2997.53,3297.53,3297.53,3797.53,3797.53,3797.53,3797.53,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Dispatchable,Hydrogen,Hydrogen Peaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,382.0,382.0,382.0,382.0,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Dispatchable,Other Thermal,Diesel,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Dispatchable,Other Thermal,Fuel Oil,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,212.3,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Interconnectors,Interconnectors,Interconnectors,9800.0,10300.0,10300.0,10300.0,10300.0,11700.0,11700.0,11700.0,12450.0,13700.0,16900.0,16900.0,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Renewable,Hydro,Hydro,1341.8,1341.8,1348.26,1348.26,1348.26,1348.26,1348.26,1348.26,1366.76,1366.76,1366.76,1366.76,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Renewable,Offshore Wind,Offshore Wind,14771.5,15880.5,20580.5,22486.5,26779.75,31467.75,40136.75,49532.75,56801.75,60311.75,60311.75,60811.75,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Renewable,Onshore Wind,Onshore Wind,8550.0,8600.0,9768.83,11389.62,13676.29,16975.09,20612.19,23912.19,25698.99,26533.59,26986.29,27817.29,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Renewable,Other Renewable,Marine,14.9,14.9,14.9,14.9,14.9,28.0,309.8,309.8,309.8,309.8,309.8,309.8,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Renewable,Solar PV,Solar PV,162.8,395.67,2689.43,4500.725,9113.52,10910.32,12649.92,14427.32,15604.32,15604.32,15789.32,15834.32,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Storage,Battery,Battery,2939.08,3893.76,4890.86,5798.46,8022.26,10608.35,15101.15,15576.15,16785.15,18105.41,18440.11,18519.49,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Storage,Long Duration Energy Storage,Liquid Air,0.0,0.0,0.0,0.0,0.0,0.0,249.9,249.9,849.9,849.9,1049.9,1049.9,,,,,,,,,,,,,,,
Transmission,Ten Year Forecast,Capacity (MW),Storage,Long Duration Energy Storage,Pumped Hydro,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,2744.0,3344.0,4104.0,5700.0,5700.0,5700.0,,,,,,,,,,,,,,,
Non-Networked,Electric Engagement,Capacity (MW),Renewable,Solar PV,Solar PV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,12.82,24.38,24.38,24.38,24.38,35.32,35.65,45.78,45.78,45.78,45.78,45.78,45.78,55.43,55.6
Non-Networked,Hydrogen Evolution,Capacity (MW),Renewable,Offshore Wind,Offshore Wind,0.0,0.0,0.0,0.0,0.0,8.49,8.49,8.49,8.49,8.49,8.49,319.09,322.71,626.32,929.93,929.93,934.4,1224.29,1224.29,1224.29,1224.29,1224.29,1224.29,1224.29,1224.29,1224.29,1224.29
Non-Networked,Holistic Transition,Capacity (MW),Renewable,Offshore Wind,Offshore Wind,0.0,0.0,0.0,0.0,0.0,25.94,25.94,122.84,122.84,122.84,122.84,122.84,157.27,319.39,371.77,371.77,371.77,371.77,371.77,371.77,371.77,371.77,371.77,371.77,424.21,442.91,442.91
Non-Networked,Falling Behind,Capacity (MW),Renewable,Solar PV,Solar PV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.87,11.87,11.87,11.87,11.87,11.87,11.87
Non-Networked,Ten Year Forecast,Capacity (MW),Renewable,Offshore Wind,Offshore Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,2.71,66.03,142.11,,,,,,,,,,,,,,,
Distributed,Falling Behind,Consumption (TWh),Storage,Long Duration Energy Storage,Compressed Air,0.00034,0.0006,0.0006,0.00084,0.00116,0.00173,0.00231,0.00429,0.0055,0.00616,0.00612,0.00587,0.00576,0.00614,0.00671,0.00673,0.00656,0.00645,0.00664,0.00646,0.00631,0.00615,0.00595,0.00599,0.00593,0.00554,0.00582
Distributed,Falling Behind,Consumption (TWh),Storage,Long Duration Energy Storage,Liquid Air,0.00042,0.00078,0.00072,0.00109,0.00154,0.00224,0.00298,0.00569,0.15477,0.16929,0.33219,0.31924,0.32515,0.33214,0.37194,0.37364,0.36061,0.35217,0.36202,0.32473,0.32303,0.31149,0.2952,0.28912,0.26798,0.25903,0.26316
Distributed,Falling Behind,Consumption (TWh),Storage,Long Duration Energy Storage,Pumped Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19425,0.19266,0.20028,0.18815,0.1936,0.1807,0.17974,0.1762,0.16995,0.16814,0.17553
Distributed,Electric Engagement,Consumption (TWh),Storage,Battery,Battery,0.43885,1.23553,1.781,2.88348,3.84127,6.85336,8.6333,10.15587,13.98759,14.17227,14.93057,15.40748,15.29377,15.76109,14.19392,15.79566,16.15791,13.71716,14.6555,12.08942,12.34739,11.72666,11.46155,10.76932,9.27169,10.0304,10.03298
Distributed,Electric Engagement,Consumption (TWh),Storage,Long Duration Energy Storage,Compressed Air,0.00034,0.00084,0.00156,0.00233,0.00318,0.00494,0.00697,0.00717,0.00782,0.00765,0.25626,0.2567,0.25963,0.2543,0.237,0.25797,0.26309,0.23811,0.24306,0.22326,0.22556,0.22578,0.22464,0.21448,0.20351,0.21363,0.22774
Distributed,Electric Engagement,Consumption (TWh),Storage,Long Duration Energy Storage,Liquid Air,0.00042,0.0009,0.00168,0.00294,0.00388,0.1365,0.36246,0.37876,0.62606,0.81017,0.9524,1.15652,1.14586,1.12502,0.98048,1.10213,1.08374,0.89839,0.96807,0.81795,0.80072,0.75889,0.73541,0.59927,0.53235,0.56338,0.57318
Distributed,Electric Engagement,Consumption (TWh),Storage,Long Duration Energy Storage,Pumped Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.24075,0.22894,0.2297,0.22828,0.21526,0.2139,0.21929,0.22323,0.20836,0.19814,0.18548,0.19088,0.18846,0.18406,0.1827,0.169,0.1638,0.17414
Distributed,Holistic Transition,Consumption (TWh),Storage,Battery,Battery,0.43885,1.04404,1.79484,2.85151,3.03432,5.73529,7.66141,10.8802,12.88783,15.21808,19.09686,19.89718,17.6295,16.81804,15.32399,15.35982,15.85913,15.25111,14.5109,13.25064,12.94909,12.06737,11.26492,10.96997,9.89111,9.99954,10.32437
Distributed,Holistic Transition,Consumption (TWh),Storage,Long Duration Energy Storage,Compressed Air,0.00034,0.00089,0.00183,0.0027,0.00297,0.0048,0.00676,0.00783,0.008,0.00885,0.00964,0.00933,0.00881,0.00812,0.00811,0.00757,0.00822,0.00842,0.00794,0.00782,0.00764,0.00724,0.00713,0.00681,0.00651,0.00632,0.00676
Distributed,Holistic Transition,Consumption (TWh),Storage,Long Duration Energy Storage,Liquid Air,0.00042,0.00096,0.00198,0.0034,0.00378,0.26268,0.53426,0.81834,1.08815,1.40451,1.58416,1.56828,1.35107,1.24046,1.11648,1.11725,1.16572,1.06873,1.00724,0.95104,0.89421,0.90969,0.84934,0.8104,0.72235,0.73488,0.76304
Distributed,Holistic Transition,Consumption (TWh),Storage,Long Duration Energy Storage,Pumped Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.22075,0.24656,0.24301,0.25404,0.27134,0.26405,0.25853,0.23573,0.22087,0.22402,0.22464,0.23564,0.21442,0.20807,0.20564,0.21029,0.205,0.18823,0.19069,0.18575,0.19206
Distributed,Hydrogen Evolution,Consumption (TWh),Storage,Battery,Battery,0.43885,0.93669,1.43347,2.54847,2.98265,4.52904,6.271,10.58988,11.27973,11.78623,11.32968,12.61,12.62718,12.32423,11.21786,10.82088,11.02495,9.62098,8.11024,7.09671,5.77603,5.12694,4.87962,4.22757,3.77154,3.51595,3.15753
Distributed,Hydrogen Evolution,Consumption (TWh),Storage,Long Duration Energy Storage,Compressed Air,0.00034,0.00082,0.00154,0.00225,0.00278,0.004,0.00609,0.00776,0.00805,0.00813,0.00732,0.00735,0.00701,0.00665,0.00634,0.00674,0.00653,0.00576,0.00555,0.00495,0.00424,0.00415,0.00374,0.00349,0.0034,0.00299,0.003
Distributed,Hydrogen Evolution,Consumption (TWh),Storage,Long Duration Energy Storage,Liquid Air,0.00042,0.00088,0.00156,0.00281,0.00349,0.00516,0.00738,0.01032,0.22267,0.21627,0.39553,0.39418,0.56514,0.54728,0.48924,0.50533,0.50372,0.42547,0.36498,0.29819,0.23424,0.24506,0.18704,0.17963,0.16628,0.13242,0.16361
Distributed,Hydrogen Evolution,Consumption (TWh),Storage,Long Duration Energy Storage,Pumped Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24857,0.24557,0.23248,0.22955,0.23275,0.20748,0.21705,0.20833,0.18333,0.18266,0.16831,0.14439,0.14354,0.12185,0.11423,0.11606,0.11413,0.11303
Distributed,Ten Year Forecast,Consumption (TWh),Storage,Battery,Battery,0.43885,0.74584,0.99733,1.83538,2.2904,3.29508,5.21162,9.14415,10.44972,11.15916,10.49169,9.79122,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Consumption (TWh),Storage,Long Duration Energy Storage,Compressed Air,0.00034,0.00058,0.00073,0.00149,0.00164,0.00233,0.00391,0.00536,0.00585,0.00594,0.0055,0.00494,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Consumption (TWh),Storage,Long Duration Energy Storage,Liquid Air,0.00042,0.00073,0.00094,0.00199,0.00216,0.00315,0.00462,0.00728,0.16624,0.16506,0.30136,0.39815,,,,,,,,,,,,,,,
Distributed,Ten Year Forecast,Consumption (TWh),Storage,Long Duration Energy Storage,Pumped Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18497,0.17825,0.1574,,,,,,,,,,,,,,,
